interaction,factors,coefficient,p_value,r2_change,model_r2,model_adj_r2,aic
社会接触×自主权×社会联结感×来港时长,"('社会接触', '自主权', '社会联结感', '来港时长')",-0.7183479673960562,0.0776357403242609,0.08357714528565086,0.756611651586047,0.6896798557722099,482.2334107867871
文化接触×家庭支持×沟通坦诚度×自主权,"('文化接触', '家庭支持', '沟通坦诚度', '自主权')",0.29498987019584555,0.07784215436954788,0.0554253187376772,0.7284598250380734,0.6537862769235436,493.5069454875817
社会保持×沟通坦诚度×自主权×来港时长,"('社会保持', '沟通坦诚度', '自主权', '来港时长')",0.5156540889884729,0.07843038440062247,0.04329021762181884,0.716324723922215,0.6383140230008242,498.0101144888743
家庭支持×社会联结感×开放性×来港时长,"('家庭支持', '社会联结感', '开放性', '来港时长')",-0.6414096777904763,0.08096555858555958,0.057781804555068206,0.7308163108554644,0.6567907963407171,492.6091875304596
文化保持×家庭沟通频率×沟通坦诚度×社会联结感,"('文化保持', '家庭沟通频率', '沟通坦诚度', '社会联结感')",-0.2803077325872035,0.08173229429333735,0.038712243335423446,0.7117467496358196,0.6324771057856701,499.65906676391955
文化保持×社会保持×社会接触×沟通坦诚度,"('文化保持', '社会保持', '社会接触', '沟通坦诚度')",-0.3022063663965807,0.08717119882059134,0.04656231764304919,0.7195968239434454,0.6424859505278928,496.8151385730094
文化保持×社会接触×沟通坦诚度×社会联结感,"('文化保持', '社会接触', '沟通坦诚度', '社会联结感')",-0.2852941829591862,0.08751736400088607,0.06532398555776209,0.7383584918581583,0.6664070771191518,489.6820584877837
文化接触×家庭支持×自主权×来港时长,"('文化接触', '家庭支持', '自主权', '来港时长')",-0.8189858267217345,0.08919927369255436,0.06201137435694193,0.7350458806573381,0.662183497838106,490.97794260306466
社会保持×家庭沟通频率×沟通坦诚度×社会联结感,"('社会保持', '家庭沟通频率', '沟通坦诚度', '社会联结感')",-0.2567652688359171,0.08941098851098654,0.03458123708859362,0.7076157433889898,0.627210072820962,501.12470002971907
社会接触×家庭支持×自主权×来港时长,"('社会接触', '家庭支持', '自主权', '来港时长')",-0.691476806377335,0.09179651460743748,0.0748929881224829,0.7479274944228791,0.6786075553891708,485.8444318968807
文化保持×社会保持×自主权×来港时长,"('文化保持', '社会保持', '自主权', '来港时长')",0.6460981424326602,0.09181666974315282,0.05650071954691227,0.7295352258473085,0.6551574129553184,493.09821701052863
文化保持×家庭支持×沟通坦诚度×社会联结感,"('文化保持', '家庭支持', '沟通坦诚度', '社会联结感')",-0.2496261896671761,0.0943150786786735,0.07344603017418794,0.7464805364745841,0.6767626840050948,486.43398665518464
文化保持×社会接触×家庭沟通频率×开放性,"('文化保持', '社会接触', '家庭沟通频率', '开放性')",0.557867886467926,0.09530719469409343,0.061593461079477496,0.7346279673798737,0.6616506584093389,491.14027695647997
文化保持×文化接触×家庭支持×社会联结感,"('文化保持', '文化接触', '家庭支持', '社会联结感')",-0.25713418074352073,0.0957882471512233,0.053975687815534856,0.727010194115931,0.6519379974978121,494.05535363025945
社会保持×社会接触×沟通坦诚度×社会联结感,"('社会保持', '社会接触', '沟通坦诚度', '社会联结感')",-0.24049649411776564,0.09745616403766597,0.051593146940977164,0.7246276532413733,0.648900257882751,494.95039444629356
社会接触×家庭支持×社会联结感×来港时长,"('社会接触', '家庭支持', '社会联结感', '来港时长')",-0.7514763168721269,0.10580264612724162,0.0672496122408619,0.7402841185412581,0.6688622511401041,488.92119672873423
文化保持×家庭沟通频率×自主权×社会联结感,"('文化保持', '家庭沟通频率', '自主权', '社会联结感')",-0.2331262792904651,0.10597221267417539,0.07436810187224863,0.7474026081726448,0.6779383254201221,486.0586840389086
文化保持×家庭沟通频率×自主权×来港时长,"('文化保持', '家庭沟通频率', '自主权', '来港时长')",0.6780460313363146,0.10626667709443009,0.052582126439459476,0.7256166327398557,0.650161206743316,494.5798116742321
文化保持×文化接触×社会接触×来港时长,"('文化保持', '文化接触', '社会接触', '来港时长')",-0.5570077449891349,0.10936112282092068,0.07496309895282072,0.7479976052532169,0.6786969466978516,485.81577974392997
社会保持×社会接触×家庭支持×沟通坦诚度,"('社会保持', '社会接触', '家庭支持', '沟通坦诚度')",-0.25592381569499906,0.11001758952955541,0.04572673628993518,0.7187612425903314,0.6414205843026726,497.1216147733818
社会保持×社会接触×开放性×来港时长,"('社会保持', '社会接触', '开放性', '来港时长')",-0.9810589809850929,0.12251572245079646,0.07158518516898071,0.7446196914693769,0.6743901066234556,487.1872504619774
家庭支持×自主权×开放性×来港时长,"('家庭支持', '自主权', '开放性', '来港时长')",-0.48764144102378226,0.12280082028388428,0.07227755514680434,0.7453120614472005,0.6752728783451807,486.9076245416279
社会接触×家庭支持×家庭沟通频率×社会联结感,"('社会接触', '家庭支持', '家庭沟通频率', '社会联结感')",-0.2602289474647641,0.12328763623930142,0.05673766520544732,0.7297721715058435,0.6554595186699506,493.00794240987045
文化保持×家庭沟通频率×开放性×来港时长,"('文化保持', '家庭沟通频率', '开放性', '来港时长')",0.8382169701571456,0.12388720484714398,0.06415384426188075,0.7371883505622769,0.6649151469669031,490.1416791487665
社会保持×家庭支持×自主权×来港时长,"('社会保持', '家庭支持', '自主权', '来港时长')",0.6216173236518006,0.12437494544599059,0.05658155173852708,0.7296160580389233,0.6552604739996272,493.0674294148471
文化接触×社会接触×家庭支持×开放性,"('文化接触', '社会接触', '家庭支持', '开放性')",-0.3421009550753552,0.12656185788430682,0.06095241575251231,0.7339869220529085,0.6608333256174583,491.38878862681054
社会保持×家庭支持×沟通坦诚度×自主权,"('社会保持', '家庭支持', '沟通坦诚度', '自主权')",0.29595573867195735,0.1274543004503471,0.03783836229056292,0.7108728685909591,0.6313629074534729,499.97085365239917
自主权×社会联结感×开放性×来港时长,"('自主权', '社会联结感', '开放性', '来港时长')",-0.7731223052169321,0.13050538600225461,0.037626693232221675,0.7106611995326179,0.6310930294040877,500.0462320378175
社会接触×家庭沟通频率×沟通坦诚度×自主权,"('社会接触', '家庭沟通频率', '沟通坦诚度', '自主权')",-0.21414898443600225,0.13187554334000287,0.07228341307144648,0.7453179193718427,0.6752803471990994,486.9052554731101
社会保持×文化接触×家庭沟通频率×社会联结感,"('社会保持', '文化接触', '家庭沟通频率', '社会联结感')",-0.222398814312008,0.13305548101294604,0.05838403843741302,0.7314185447378092,0.6575586445407068,492.37849159764164
文化保持×社会保持×沟通坦诚度×社会联结感,"('文化保持', '社会保持', '沟通坦诚度', '社会联结感')",-0.2974890657051348,0.13781594047746887,0.03385210794161897,0.7068866142420152,0.6262804331585694,501.3812351052718
社会保持×文化接触×家庭支持×社会联结感,"('社会保持', '文化接触', '家庭支持', '社会联结感')",-0.23057663115642113,0.14026036725899785,0.05879365097644018,0.7318281572768364,0.6580809005279664,492.22128678914504
社会保持×社会接触×自主权×社会联结感,"('社会保持', '社会接触', '自主权', '社会联结感')",-0.23156405801097174,0.141608573317486,0.053025899987580005,0.7260604062879762,0.6507270180171696,494.4130899110022
文化保持×家庭支持×家庭沟通频率×沟通坦诚度,"('文化保持', '家庭支持', '家庭沟通频率', '沟通坦诚度')",-0.23555861052610763,0.14744515384249313,0.04559698680761848,0.7186314931080147,0.6412551537127187,497.1691228585544
文化保持×家庭支持×家庭沟通频率×自主权,"('文化保持', '家庭支持', '家庭沟通频率', '自主权')",0.23693569516231155,0.14897031222381207,0.06275170529632479,0.735786211596721,0.6631274197858192,490.6897386685787
文化保持×文化接触×自主权×来港时长,"('文化保持', '文化接触', '自主权', '来港时长')",-0.8278389878112422,0.1502539919046386,0.04623680777283967,0.7192713140732359,0.6420709254433757,496.93463818678595
文化保持×文化接触×社会接触×社会联结感,"('文化保持', '文化接触', '社会接触', '社会联结感')",-0.2895752978594722,0.15105900116171136,0.043069351839709724,0.7161038581401059,0.6380324191286351,498.09027771058203
社会接触×家庭沟通频率×沟通坦诚度×来港时长,"('社会接触', '家庭沟通频率', '沟通坦诚度', '来港时长')",-0.8091846392466309,0.15153612193256139,0.06476374091740611,0.7377982472178023,0.6656927652026979,489.90237331957553
社会接触×家庭支持×家庭沟通频率×沟通坦诚度,"('社会接触', '家庭支持', '家庭沟通频率', '沟通坦诚度')",-0.23277704650565237,0.15909101026639982,0.05351991029014069,0.7265544165905369,0.6513568811529346,494.22717667438184
社会保持×文化接触×社会接触×社会联结感,"('社会保持', '文化接触', '社会接触', '社会联结感')",-0.2950795982003257,0.160936195017682,0.035224117423013235,0.7082586237234094,0.6280297452473471,500.89797927838435
文化保持×社会保持×开放性×来港时长,"('文化保持', '社会保持', '开放性', '来港时长')",0.5956877008444784,0.16254298676148482,0.0499799265396097,0.7230144328400059,0.6468434018710075,495.55204120324703
家庭沟通频率×沟通坦诚度×自主权×来港时长,"('家庭沟通频率', '沟通坦诚度', '自主权', '来港时长')",0.3885154857297007,0.16472789815634062,0.048968789538650026,0.7220032958390462,0.645554202194784,495.9273585123462
文化保持×沟通坦诚度×自主权×开放性,"('文化保持', '沟通坦诚度', '自主权', '开放性')",-0.360762035826041,0.17115837479220253,0.06733825152268125,0.7403727578230774,0.6689752662244237,488.88603752203426
文化接触×家庭支持×家庭沟通频率×自主权,"('文化接触', '家庭支持', '家庭沟通频率', '自主权')",0.20851786494603658,0.17267753594171525,0.09384712304511167,0.7668816293455079,0.7027740774155226,477.7928793013334
社会保持×社会接触×家庭沟通频率×沟通坦诚度,"('社会保持', '社会接触', '家庭沟通频率', '沟通坦诚度')",-0.20764054613465366,0.17407773427667425,0.04768670414452547,0.7207212104449217,0.6439195433172751,496.4012893780279
社会保持×社会接触×家庭支持×开放性,"('社会保持', '社会接触', '家庭支持', '开放性')",0.3291002422369174,0.17976943077015603,0.05723950591827465,0.7302740122186708,0.6560993655788053,492.8164830415078
文化接触×家庭支持×开放性×来港时长,"('文化接触', '家庭支持', '开放性', '来港时长')",-0.5896449265520117,0.18293350878728773,0.06468428826490857,0.7377187945653048,0.6655914630707636,489.9335797606682
文化保持×社会接触×社会联结感×来港时长,"('文化保持', '社会接触', '社会联结感', '来港时长')",-0.5065525658688597,0.1898059216387729,0.0692062469276784,0.7422407532280746,0.6713569603657952,488.14228264306365
社会保持×家庭沟通频率×自主权×社会联结感,"('社会保持', '家庭沟通频率', '自主权', '社会联结感')",-0.17384009529435426,0.19277394249941018,0.059618429067852974,0.7326529353682492,0.6591324925945177,491.9040161590358
社会保持×社会接触×家庭沟通频率×社会联结感,"('社会保持', '社会接触', '家庭沟通频率', '社会联结感')",-0.2319046180010243,0.19357745020257086,0.02755667920192706,0.7005911855023232,0.6182537615154622,503.57002587516445
文化保持×社会接触×家庭支持×自主权,"('文化保持', '社会接触', '家庭支持', '自主权')",0.2415831983149529,0.19425325720903489,0.07401586046180109,0.7470503667621973,0.6774892176218015,486.20221518180256
家庭支持×沟通坦诚度×社会联结感×来港时长,"('家庭支持', '沟通坦诚度', '社会联结感', '来港时长')",0.4738578446713294,0.19637521101050595,0.06597645209956315,0.7390109583999593,0.6672389719599482,489.4248822138255
文化接触×社会接触×家庭支持×社会联结感,"('文化接触', '社会接触', '家庭支持', '社会联结感')",-0.24693657568839883,0.20039204839786767,0.06486967031191848,0.7379041766123147,0.6658278251807013,489.86075295633475
家庭支持×家庭沟通频率×自主权×来港时长,"('家庭支持', '家庭沟通频率', '自主权', '来港时长')",0.5109805322123848,0.20394371336538775,0.07854992267440752,0.7515844289748037,0.6832701469428748,484.3392173679455
文化保持×社会保持×社会接触×社会联结感,"('文化保持', '社会保持', '社会接触', '社会联结感')",-0.24931266188568013,0.210179711088905,0.046037535084904935,0.7190720413853011,0.6418168527662589,497.0077258566924
文化保持×沟通坦诚度×开放性×来港时长,"('文化保持', '沟通坦诚度', '开放性', '来港时长')",0.5155957581320755,0.21082064624710056,0.055967013715222835,0.729001520015619,0.6544769380199142,493.3012657605468
文化保持×文化接触×自主权×社会联结感,"('文化保持', '文化接触', '自主权', '社会联结感')",-0.19685944559889978,0.21093584218665629,0.06017455290770313,0.7332090592080993,0.6598415504903267,491.68953684612137
社会保持×沟通坦诚度×自主权×开放性,"('社会保持', '沟通坦诚度', '自主权', '开放性')",-0.34684622113355795,0.21283101075231892,0.06316777598225332,0.7362022822826495,0.6636579099103781,490.5274115638697
文化保持×社会保持×社会联结感×开放性,"('文化保持', '社会保持', '社会联结感', '开放性')",-0.33862176597499194,0.21305523750349412,0.03451837585779849,0.7075528821581947,0.6271299247516982,501.14684216189494
家庭支持×沟通坦诚度×自主权×社会联结感,"('家庭支持', '沟通坦诚度', '自主权', '社会联结感')",0.1823952702180282,0.2135698145829578,0.043685221767604476,0.7167197280680007,0.6388176532867009,497.86659200729093
社会保持×家庭支持×自主权×开放性,"('社会保持', '家庭支持', '自主权', '开放性')",-0.3454194275748107,0.2166736328356043,0.03908878883678779,0.712123295137184,0.6329572012999096,499.5244298063684
社会接触×家庭支持×沟通坦诚度×来港时长,"('社会接触', '家庭支持', '沟通坦诚度', '来港时长')",-0.6414555689718993,0.21796250602079129,0.06127464081049827,0.7343091471108945,0.6612441625663905,491.26394777794405
社会保持×家庭支持×家庭沟通频率×来港时长,"('社会保持', '家庭支持', '家庭沟通频率', '来港时长')",0.4729903621104905,0.2217739298125886,0.044488881824455984,0.7175233881248522,0.6398423198591865,497.5739679353559
文化保持×社会接触×沟通坦诚度×开放性,"('文化保持', '社会接触', '沟通坦诚度', '开放性')",0.31289631661673195,0.22222748902222447,0.045739285535360774,0.718773791835757,0.6414365845905902,497.1170186745733
文化保持×社会接触×沟通坦诚度×自主权,"('文化保持', '社会接触', '沟通坦诚度', '自主权')",-0.20049446767046863,0.22936734187622287,0.05519635442028403,0.7282308607206802,0.6534943474188672,493.59375911462416
文化保持×社会保持×文化接触×社会接触,"('文化保持', '社会保持', '文化接触', '社会接触')",-0.19281172250738068,0.23067981564943857,0.03416379529383984,0.707198301594236,0.6266778345326509,501.27164994122745
家庭沟通频率×沟通坦诚度×自主权×社会联结感,"('家庭沟通频率', '沟通坦诚度', '自主权', '社会联结感')",-0.1550167685406067,0.23251976985031014,0.0570461152782753,0.7300806215786715,0.6558527925128061,492.8903064745257
文化接触×社会接触×家庭沟通频率×社会联结感,"('文化接触', '社会接触', '家庭沟通频率', '社会联结感')",-0.18492966285363188,0.23261049161048758,0.0684102658128607,0.7414447721132569,0.6703420844444026,488.4598647516535
文化接触×沟通坦诚度×自主权×开放性,"('文化接触', '沟通坦诚度', '自主权', '开放性')",0.6473160604607994,0.23315991926762294,0.08549848146229722,0.7585329877626934,0.6921295593974341,481.4170903822858
社会保持×沟通坦诚度×开放性×来港时长,"('社会保持', '沟通坦诚度', '开放性', '来港时长')",0.42462762920677993,0.23329907528286606,0.02641770872668503,0.6994522150270812,0.6168015741595285,503.9611011629005
社会接触×家庭沟通频率×开放性×来港时长,"('社会接触', '家庭沟通频率', '开放性', '来港时长')",-0.7907985283961914,0.23397264229473996,0.06983203711502295,0.7428665434154191,0.6721548428546594,487.8919142823798
社会保持×文化接触×家庭沟通频率×沟通坦诚度,"('社会保持', '文化接触', '家庭沟通频率', '沟通坦诚度')",-0.17311929165490392,0.23623595465888192,0.04685591836302061,0.7198904246634168,0.6428602914458564,496.70723424131427
社会接触×家庭支持×沟通坦诚度×社会联结感,"('社会接触', '家庭支持', '沟通坦诚度', '社会联结感')",-0.19213683490506817,0.23679139297797794,0.07291980234969242,0.7459543086500886,0.6760917435288629,486.64756114832164
家庭支持×家庭沟通频率×沟通坦诚度×自主权,"('家庭支持', '家庭沟通频率', '沟通坦诚度', '自主权')",0.17641039786989585,0.23982726187869785,0.06462078372861013,0.7376552900290063,0.6655104947869831,489.9585154989861
文化保持×家庭支持×社会联结感×来港时长,"('文化保持', '家庭支持', '社会联结感', '来港时长')",-0.5210665406889365,0.24365736991902368,0.05765027940578438,0.7306847857061806,0.6566231017753803,492.6595018043016
社会接触×家庭支持×沟通坦诚度×开放性,"('社会接触', '家庭支持', '沟通坦诚度', '开放性')",0.3012489588167011,0.2438578904260761,0.05766180978466484,0.730696316085061,0.6566378030084528,492.65509189952917
文化接触×社会接触×家庭支持×沟通坦诚度,"('文化接触', '社会接触', '家庭支持', '沟通坦诚度')",-0.21415188981934674,0.2447832121019,0.06319933468026917,0.7362338409806654,0.6636981472503484,490.5150887114424
文化保持×社会接触×家庭支持×沟通坦诚度,"('文化保持', '社会接触', '家庭支持', '沟通坦诚度')",-0.18745578956467457,0.24500096719441836,0.053802803762709406,0.7268373100631056,0.6517175703304596,494.12056273640485
文化保持×社会保持×社会接触×家庭支持,"('文化保持', '社会保持', '社会接触', '家庭支持')",-0.23066570584947427,0.2498807438740589,0.04944353839107596,0.7224780446914721,0.646159506981627,495.75130990310214
家庭支持×自主权×社会联结感×来港时长,"('家庭支持', '自主权', '社会联结感', '来港时长')",-0.47531770431978126,0.25108756680779065,0.06031966912914499,0.7333541754295412,0.660026573672665,491.63349657238035
文化保持×社会保持×文化接触×家庭沟通频率,"('文化保持', '社会保持', '文化接触', '家庭沟通频率')",0.1915118940686465,0.2678876144522215,0.059499982640034865,0.732534488940431,0.6589814733990496,491.9496395524235
社会保持×家庭支持×沟通坦诚度×开放性,"('社会保持', '家庭支持', '沟通坦诚度', '开放性')",0.33895069777965386,0.2710137786376274,0.040683629842005686,0.7137181361424019,0.6349906235815623,498.9522218660294
社会保持×家庭支持×家庭沟通频率×沟通坦诚度,"('社会保持', '家庭支持', '家庭沟通频率', '沟通坦诚度')",-0.1680725595751675,0.27278690630709995,0.037887656679710835,0.710922162980107,0.6314257577996365,499.9532912917424
文化接触×家庭沟通频率×社会联结感×开放性,"('文化接触', '家庭沟通频率', '社会联结感', '开放性')",0.29522524915677295,0.274031626239331,0.06863692299917279,0.741671429299569,0.6706310723569504,488.36953229491826
文化接触×家庭沟通频率×沟通坦诚度×开放性,"('文化接触', '家庭沟通频率', '沟通坦诚度', '开放性')",0.34382876083980185,0.2795441007637865,0.0661482863650007,0.7391827926653969,0.6674580606483811,489.35704504240044
文化接触×家庭支持×沟通坦诚度×开放性,"('文化接触', '家庭支持', '沟通坦诚度', '开放性')",0.3380911995759771,0.28187740295713076,0.059492936921805684,0.7325274432222019,0.6589724901083074,491.9523527972691
社会保持×家庭沟通频率×开放性×来港时长,"('社会保持', '家庭沟通频率', '开放性', '来港时长')",0.5050448531938441,0.28223115096773504,0.037556413382338505,0.7105909196827347,0.6310034225954868,500.07124750591305
文化保持×文化接触×开放性×来港时长,"('文化保持', '文化接触', '开放性', '来港时长')",0.41300577329557653,0.28416220577261336,0.05221354901845776,0.725248055318854,0.6496912705315387,494.7180780695577
社会保持×文化接触×社会联结感×开放性,"('社会保持', '文化接触', '社会联结感', '开放性')",-0.41632925070519466,0.28653479669178883,0.03958391097801317,0.7126184172784094,0.633588482029972,499.3471265176029
文化保持×社会保持×沟通坦诚度×来港时长,"('文化保持', '社会保持', '沟通坦诚度', '来港时长')",-0.3401230733784797,0.2955630126148195,0.036132217243288633,0.7091667235436848,0.6291875725181981,500.57687242347714
文化接触×自主权×社会联结感×来港时长,"('文化接触', '自主权', '社会联结感', '来港时长')",0.7560623004051923,0.2973345079286938,0.052751879938675694,0.7257863862390719,0.6503776424548167,494.5160686658591
社会保持×社会接触×沟通坦诚度×自主权,"('社会保持', '社会接触', '沟通坦诚度', '自主权')",-0.16294516402313086,0.30061288616068593,0.061679520603824756,0.7347140269042209,0.6617603843028816,491.10686888201394
社会接触×家庭支持×自主权×社会联结感,"('社会接触', '家庭支持', '自主权', '社会联结感')",-0.16612214385323562,0.3057367646446481,0.04940924374536604,0.7224437500457622,0.6461157813083469,495.7640372935099
社会保持×文化接触×自主权×来港时长,"('社会保持', '文化接触', '自主权', '来港时长')",-0.7293463703450407,0.31237579914856584,0.05926376343780504,0.7322982697382012,0.6586802939162066,492.04056656563034
家庭支持×家庭沟通频率×自主权×开放性,"('家庭支持', '家庭沟通频率', '自主权', '开放性')",0.26077737833978215,0.3125683852302707,0.06867078114557701,0.7417052874459732,0.6706742414936158,488.3560315906424
文化保持×社会保持×家庭沟通频率×沟通坦诚度,"('文化保持', '社会保持', '家庭沟通频率', '沟通坦诚度')",-0.1596979907320677,0.315003958309061,0.04503668020147111,0.7180711865018673,0.6405407627898808,497.3740292104137
社会保持×文化接触×社会接触×沟通坦诚度,"('社会保持', '文化接触', '社会接触', '沟通坦诚度')",-0.17939904242688465,0.31860043761272755,0.06125298836756232,0.7342874946679585,0.6612165557016472,491.27234140809
社会保持×家庭支持×沟通坦诚度×社会联结感,"('社会保持', '家庭支持', '沟通坦诚度', '社会联结感')",-0.13846880882320312,0.3207781541362774,0.03904256580639842,0.7120770721067946,0.6328982669361631,499.54096671215814
文化保持×文化接触×社会接触×沟通坦诚度,"('文化保持', '文化接触', '社会接触', '沟通坦诚度')",-0.18329079527389003,0.32657253914165857,0.0541998720846244,0.7272343783850206,0.6522238324409013,493.97073337784775
家庭支持×家庭沟通频率×沟通坦诚度×社会联结感,"('家庭支持', '家庭沟通频率', '沟通坦诚度', '社会联结感')",-0.12322589546752766,0.3284540975723954,0.047547167646443955,0.7205816739468401,0.6437416342822212,496.45273857724413
